tradeDate,nextTradeDate,next2TradeDate,IF_contract
20161202,20161205,20161206,IF1612
20161205,20161206,20161207,IF1612
20161206,20161207,20161208,IF1612
20161207,20161208,20161209,IF1612
20161208,20161209,20161212,IF1612
20161209,20161212,20161213,IF1612
20161212,20161213,20161214,IF1612
20161213,20161214,20161215,IF1612
20161214,20161215,20161216,IF1612
20161215,20161216,20161219,IF1701
20161216,20161219,20161220,IF1701
20161219,20161220,20161221,IF1701
20161220,20161221,20161222,IF1701
20161221,20161222,20161223,IF1701
20161222,20161223,20161226,IF1701
20161223,20161226,20161227,IF1701
20161226,20161227,20161228,IF1701
20161227,20161228,20161229,IF1701
20161228,20161229,20161230,IF1701
20161229,20161230,20170103,IF1701
20161230,20170103,20170104,IF1701
20170103,20170104,20170105,IF1701
20170104,20170105,20170106,IF1701
20170105,20170106,20170109,IF1701
20170106,20170109,20170110,IF1701
20170109,20170110,20170111,IF1701
20170110,20170111,20170112,IF1701
20170111,20170112,20170113,IF1701
20170112,20170113,20170116,IF1701
20170113,20170116,20170117,IF1701
20170116,20170117,20170118,IF1702
20170117,20170118,20170119,IF1702
20170118,20170119,20170120,IF1702
20170119,20170120,20170123,IF1702
20170120,20170123,20170124,IF1702
20170123,20170124,20170125,IF1702
20170124,20170125,20170126,IF1702
20170125,20170126,20170203,IF1702
20170126,20170203,20170206,IF1702
20170203,20170206,20170207,IF1702
20170206,20170207,20170208,IF1702
20170207,20170208,20170209,IF1702
20170208,20170209,20170210,IF1702
20170209,20170210,20170213,IF1702
20170210,20170213,20170214,IF1702
20170213,20170214,20170215,IF1702
20170214,20170215,20170216,IF1702
20170215,20170216,20170217,IF1703
20170216,20170217,20170220,IF1703
20170217,20170220,20170221,IF1703
20170220,20170221,20170222,IF1703
20170221,20170222,20170223,IF1703
20170222,20170223,20170224,IF1703
20170223,20170224,20170227,IF1703
20170224,20170227,20170228,IF1703
20170227,20170228,20170301,IF1703
20170228,20170301,20170302,IF1703
20170301,20170302,20170303,IF1703
20170302,20170303,20170306,IF1703
20170303,20170306,20170307,IF1703
20170306,20170307,20170308,IF1703
20170307,20170308,20170309,IF1703
20170308,20170309,20170310,IF1703
20170309,20170310,20170313,IF1703
20170310,20170313,20170314,IF1703
20170313,20170314,20170315,IF1703
20170314,20170315,20170316,IF1703
20170315,20170316,20170317,IF1704
20170316,20170317,20170320,IF1704
20170317,20170320,20170321,IF1704
20170320,20170321,20170322,IF1704
20170321,20170322,20170323,IF1704
20170322,20170323,20170324,IF1704
20170323,20170324,20170327,IF1704
20170324,20170327,20170328,IF1704
20170327,20170328,20170329,IF1704
20170328,20170329,20170330,IF1704
20170329,20170330,20170331,IF1704
20170330,20170331,20170405,IF1704
20170331,20170405,20170406,IF1704
20170405,20170406,20170407,IF1704
20170406,20170407,20170410,IF1704
20170407,20170410,20170411,IF1704
20170410,20170411,20170412,IF1704
20170411,20170412,20170413,IF1704
20170412,20170413,20170414,IF1704
20170413,20170414,20170417,IF1704
20170414,20170417,20170418,IF1704
20170417,20170418,20170419,IF1705
20170418,20170419,20170420,IF1705
20170419,20170420,20170421,IF1705
20170420,20170421,20170424,IF1705
20170421,20170424,20170425,IF1705
20170424,20170425,20170426,IF1705
20170425,20170426,20170427,IF1705
20170426,20170427,20170428,IF1705
20170427,20170428,20170502,IF1705
20170428,20170502,20170503,IF1705
20170502,20170503,20170504,IF1705
20170503,20170504,20170505,IF1705
20170504,20170505,20170508,IF1705
20170505,20170508,20170509,IF1705
20170508,20170509,20170510,IF1705
20170509,20170510,20170511,IF1705
20170510,20170511,20170512,IF1705
20170511,20170512,20170515,IF1705
20170512,20170515,20170516,IF1705
20170515,20170516,20170517,IF1706
20170516,20170517,20170518,IF1706
20170517,20170518,20170519,IF1706
20170518,20170519,20170522,IF1706
20170519,20170522,20170523,IF1706
20170522,20170523,20170524,IF1706
20170523,20170524,20170525,IF1706
20170524,20170525,20170526,IF1706
20170525,20170526,20170531,IF1706
20170526,20170531,20170601,IF1706
20170531,20170601,20170602,IF1706
20170601,20170602,20170605,IF1706
20170602,20170605,20170606,IF1706
20170605,20170606,20170607,IF1706
20170606,20170607,20170608,IF1706
20170607,20170608,20170609,IF1706
20170608,20170609,20170612,IF1706
20170609,20170612,20170613,IF1706
20170612,20170613,20170614,IF1706
20170613,20170614,20170615,IF1706
20170614,20170615,20170616,IF1706
20170615,20170616,20170619,IF1707
20170616,20170619,20170620,IF1707
20170619,20170620,20170621,IF1707
20170620,20170621,20170622,IF1707
20170621,20170622,20170623,IF1707
20170622,20170623,20170626,IF1707
20170623,20170626,20170627,IF1707
20170626,20170627,20170628,IF1707
20170627,20170628,20170629,IF1707
20170628,20170629,20170630,IF1707
20170629,20170630,20170703,IF1707
20170630,20170703,20170704,IF1707
20170703,20170704,20170705,IF1707
20170704,20170705,20170706,IF1707
20170705,20170706,20170707,IF1707
20170706,20170707,20170710,IF1707
20170707,20170710,20170711,IF1707
20170710,20170711,20170712,IF1707
20170711,20170712,20170713,IF1707
20170712,20170713,20170714,IF1707
20170713,20170714,20170717,IF1707
20170714,20170717,20170718,IF1707
20170717,20170718,20170719,IF1708
20170718,20170719,20170720,IF1708
20170719,20170720,20170721,IF1708
20170720,20170721,20170724,IF1708
20170721,20170724,20170725,IF1708
20170724,20170725,20170726,IF1708
20170725,20170726,20170727,IF1708
20170726,20170727,20170728,IF1708
20170727,20170728,20170731,IF1708
20170728,20170731,20170801,IF1708
20170731,20170801,20170802,IF1708
20170801,20170802,20170803,IF1708
20170802,20170803,20170804,IF1708
20170803,20170804,20170807,IF1708
20170804,20170807,20170808,IF1708
20170807,20170808,20170809,IF1708
20170808,20170809,20170810,IF1708
20170809,20170810,20170811,IF1708
20170810,20170811,20170814,IF1708
20170811,20170814,20170815,IF1708
20170814,20170815,20170816,IF1708
20170815,20170816,20170817,IF1709
20170816,20170817,20170818,IF1709
20170817,20170818,20170821,IF1709
20170818,20170821,20170822,IF1709
20170821,20170822,20170823,IF1709
20170822,20170823,20170824,IF1709
20170823,20170824,20170825,IF1709
20170824,20170825,20170828,IF1709
20170825,20170828,20170829,IF1709
20170828,20170829,20170830,IF1709
20170829,20170830,20170831,IF1709
20170830,20170831,20170901,IF1709
20170831,20170901,20170904,IF1709
20170901,20170904,20170905,IF1709
20170904,20170905,20170906,IF1709
20170905,20170906,20170907,IF1709
20170906,20170907,20170908,IF1709
20170907,20170908,20170911,IF1709
20170908,20170911,20170912,IF1709
20170911,20170912,20170913,IF1709
20170912,20170913,20170914,IF1709
20170913,20170914,20170915,IF1709
20170914,20170915,20170918,IF1709
20170915,20170918,20170919,IF1710
20170918,20170919,20170920,IF1710
20170919,20170920,20170921,IF1710
20170920,20170921,20170922,IF1710
20170921,20170922,20170925,IF1710
20170922,20170925,20170926,IF1710
20170925,20170926,20170927,IF1710
20170926,20170927,20170928,IF1710
20170927,20170928,20170929,IF1710
20170928,20170929,20171009,IF1710
20170929,20171009,20171010,IF1710
20171009,20171010,20171011,IF1710
20171010,20171011,20171012,IF1710
20171011,20171012,20171013,IF1710
20171012,20171013,20171016,IF1710
20171013,20171016,20171017,IF1710
20171016,20171017,20171018,IF1711
20171017,20171018,20171019,IF1711
20171018,20171019,20171020,IF1711
20171019,20171020,20171023,IF1711
20171020,20171023,20171024,IF1711
20171023,20171024,20171025,IF1711
20171024,20171025,20171026,IF1711
20171025,20171026,20171027,IF1711
20171026,20171027,20171030,IF1711
20171027,20171030,20171031,IF1711
20171030,20171031,20171101,IF1711
20171031,20171101,20171102,IF1711
20171101,20171102,20171103,IF1711
20171102,20171103,20171106,IF1711
20171103,20171106,20171107,IF1711
20171106,20171107,20171108,IF1711
20171107,20171108,20171109,IF1711
20171108,20171109,20171110,IF1711
20171109,20171110,20171113,IF1711
20171110,20171113,20171114,IF1711
20171113,20171114,20171115,IF1711
20171114,20171115,20171116,IF1711
20171115,20171116,20171117,IF1712
20171116,20171117,20171120,IF1712
20171117,20171120,20171121,IF1712
20171120,20171121,20171122,IF1712
20171121,20171122,20171123,IF1712
20171122,20171123,20171124,IF1712
20171123,20171124,20171127,IF1712
20171124,20171127,20171128,IF1712
20171127,20171128,20171129,IF1712
20171128,20171129,20171130,IF1712
20171129,20171130,20171201,IF1712
20171130,20171201,20171204,IF1712
20171201,20171204,20171205,IF1712
20171204,20171205,20171206,IF1712
20171205,20171206,20171207,IF1712
20171206,20171207,20171208,IF1712
20171207,20171208,20171211,IF1712
20171208,20171211,20171212,IF1712
20171211,20171212,20171213,IF1712
20171212,20171213,20171214,IF1712
20171213,20171214,20171215,IF1712
20171214,20171215,20171218,IF1712
20171215,20171218,20171219,IF1801
20171218,20171219,20171220,IF1801
20171219,20171220,20171221,IF1801
20171220,20171221,20171222,IF1801
20171221,20171222,20171225,IF1801
20171222,20171225,20171226,IF1801
20171225,20171226,20171227,IF1801
20171226,20171227,20171228,IF1801
20171227,20171228,20171229,IF1801
20171228,20171229,20180102,IF1801
20171229,20180102,20180103,IF1801
20180102,20180103,20180104,IF1801
20180103,20180104,20180105,IF1801
20180104,20180105,20180108,IF1801
20180105,20180108,20180109,IF1801
20180108,20180109,20180110,IF1801
20180109,20180110,20180111,IF1801
20180110,20180111,20180112,IF1801
20180111,20180112,20180115,IF1801
20180112,20180115,20180116,IF1801
20180115,20180116,20180117,IF1802
20180116,20180117,20180118,IF1802
20180117,20180118,20180119,IF1802
20180118,20180119,20180122,IF1802
20180119,20180122,20180123,IF1802
20180122,20180123,20180124,IF1802
20180123,20180124,20180125,IF1802
20180124,20180125,20180126,IF1802
20180125,20180126,20180129,IF1802
20180126,20180129,20180130,IF1802
20180129,20180130,20180131,IF1802
20180130,20180131,20180201,IF1802
20180131,20180201,20180202,IF1802
20180201,20180202,20180205,IF1802
20180202,20180205,20180206,IF1802
20180205,20180206,20180207,IF1802
20180206,20180207,20180208,IF1802
20180207,20180208,20180209,IF1802
20180208,20180209,20180212,IF1802
20180209,20180212,20180213,IF1802
20180212,20180213,20180214,IF1802
20180213,20180214,20180219,IF1802
20180214,20180219,20180220,IF1802
20180219,20180220,20180221,IF1803
20180220,20180221,20180222,IF1803
20180221,20180222,20180223,IF1803
20180222,20180223,20180226,IF1803
20180223,20180226,20180227,IF1803
20180226,20180227,20180228,IF1803
20180227,20180228,20180301,IF1803
20180228,20180301,20180302,IF1803
20180301,20180302,20180305,IF1803
20180302,20180305,20180306,IF1803
20180305,20180306,20180307,IF1803
20180306,20180307,20180308,IF1803
20180307,20180308,20180309,IF1803
20180308,20180309,20180312,IF1803
20180309,20180312,20180313,IF1803
20180312,20180313,20180314,IF1803
20180313,20180314,20180315,IF1803
20180314,20180315,20180316,IF1803
20180315,20180316,20180319,IF1804
20180316,20180319,20180320,IF1804
20180319,20180320,20180321,IF1804
20180320,20180321,20180322,IF1804
20180321,20180322,20180323,IF1804
20180322,20180323,20180326,IF1804
20180323,20180326,20180327,IF1804
20180326,20180327,20180328,IF1804
20180327,20180328,20180329,IF1804
20180328,20180329,20180330,IF1804
20180329,20180330,20180402,IF1804
20180330,20180402,20180403,IF1804
20180402,20180403,20180404,IF1804
20180403,20180404,20180406,IF1804
20180404,20180406,20180409,IF1804
20180406,20180409,20180410,IF1804
20180409,20180410,20180411,IF1804
20180410,20180411,20180412,IF1804
20180411,20180412,20180413,IF1804
20180412,20180413,20180416,IF1804
20180413,20180416,20180417,IF1804
20180416,20180417,20180418,IF1805
20180417,20180418,20180419,IF1805
20180418,20180419,20180420,IF1805
20180419,20180420,20180423,IF1805
20180420,20180423,20180424,IF1805
20180423,20180424,20180425,IF1805
20180424,20180425,20180426,IF1805
20180425,20180426,20180427,IF1805
20180426,20180427,20180430,IF1805
20180427,20180430,20180502,IF1805
20180430,20180502,20180503,IF1805
20180502,20180503,20180504,IF1805
20180503,20180504,20180507,IF1805
20180504,20180507,20180508,IF1805
20180507,20180508,20180509,IF1805
20180508,20180509,20180510,IF1805
20180509,20180510,20180511,IF1805
20180510,20180511,20180514,IF1805
20180511,20180514,20180515,IF1805
20180514,20180515,20180516,IF1805
20180515,20180516,20180517,IF1806
20180516,20180517,20180518,IF1806
20180517,20180518,20180521,IF1806
20180518,20180521,20180522,IF1806
20180521,20180522,20180523,IF1806
20180522,20180523,20180524,IF1806
20180523,20180524,20180525,IF1806
20180524,20180525,20180528,IF1806
20180525,20180528,20180529,IF1806
20180528,20180529,20180530,IF1806
20180529,20180530,20180531,IF1806
20180530,20180531,20180601,IF1806
20180531,20180601,20180604,IF1806
20180601,20180604,20180605,IF1806
20180604,20180605,20180606,IF1806
20180605,20180606,20180607,IF1806
20180606,20180607,20180608,IF1806
20180607,20180608,20180611,IF1806
20180608,20180611,20180612,IF1806
20180611,20180612,20180613,IF1806
20180612,20180613,20180614,IF1806
20180613,20180614,20180615,IF1806
20180614,20180615,20180619,IF1806
20180615,20180619,20180620,IF1807
20180619,20180620,20180621,IF1807
20180620,20180621,20180622,IF1807
20180621,20180622,20180625,IF1807
20180622,20180625,20180626,IF1807
20180625,20180626,20180627,IF1807
20180626,20180627,20180628,IF1807
20180627,20180628,20180629,IF1807
20180628,20180629,20180702,IF1807
20180629,20180702,20180703,IF1807
20180702,20180703,20180704,IF1807
20180703,20180704,20180705,IF1807
20180704,20180705,20180706,IF1807
20180705,20180706,20180709,IF1807
20180706,20180709,20180710,IF1807
20180709,20180710,20180711,IF1807
20180710,20180711,20180712,IF1807
20180711,20180712,20180713,IF1807
20180712,20180713,20180716,IF1807
20180713,20180716,20180717,IF1807
20180716,20180717,20180718,IF1808
20180717,20180718,20180719,IF1808
20180718,20180719,20180720,IF1808
20180719,20180720,20180723,IF1808
20180720,20180723,20180724,IF1808
20180723,20180724,20180725,IF1808
20180724,20180725,20180726,IF1808
20180725,20180726,20180727,IF1808
20180726,20180727,20180730,IF1808
20180727,20180730,20180731,IF1808
20180730,20180731,20180801,IF1808
20180731,20180801,20180802,IF1808
20180801,20180802,20180803,IF1808
20180802,20180803,20180806,IF1808
20180803,20180806,20180807,IF1808
20180806,20180807,20180808,IF1808
20180807,20180808,20180809,IF1808
20180808,20180809,20180810,IF1808
20180809,20180810,20180813,IF1808
20180810,20180813,20180814,IF1808
20180813,20180814,20180815,IF1808
20180814,20180815,20180816,IF1808
20180815,20180816,20180817,IF1809
20180816,20180817,20180820,IF1809
20180817,20180820,20180821,IF1809
20180820,20180821,20180822,IF1809
20180821,20180822,20180823,IF1809
20180822,20180823,20180824,IF1809
20180823,20180824,20180827,IF1809
20180824,20180827,20180828,IF1809
20180827,20180828,20180829,IF1809
20180828,20180829,20180830,IF1809
20180829,20180830,20180831,IF1809
20180830,20180831,20180903,IF1809
20180831,20180903,20180904,IF1809
20180903,20180904,20180905,IF1809
20180904,20180905,20180906,IF1809
20180905,20180906,20180907,IF1809
20180906,20180907,20180910,IF1809
20180907,20180910,20180911,IF1809
20180910,20180911,20180912,IF1809
20180911,20180912,20180913,IF1809
20180912,20180913,20180914,IF1809
20180913,20180914,20180917,IF1809
20180914,20180917,20180918,IF1809
20180917,20180918,20180919,IF1810
20180918,20180919,20180920,IF1810
20180919,20180920,20180921,IF1810
20180920,20180921,20180925,IF1810
20180921,20180925,20180926,IF1810
20180925,20180926,20180927,IF1810
20180926,20180927,20180928,IF1810
20180927,20180928,20181001,IF1810
20180928,20181001,20181002,IF1810
20181001,20181002,20181003,IF1810
20181002,20181003,20181004,IF1810
20181003,20181004,20181005,IF1810
20181004,20181005,20181008,IF1810
20181005,20181008,20181009,IF1810
20181008,20181009,20181010,IF1810
20181009,20181010,20181011,IF1810
20181010,20181011,20181012,IF1810
20181011,20181012,20181015,IF1810
20181012,20181015,20181016,IF1810
20181015,20181016,20181017,IF1811
20181016,20181017,20181018,IF1811
20181017,20181018,20181019,IF1811
20181018,20181019,20181022,IF1811
20181019,20181022,20181023,IF1811
20181022,20181023,20181024,IF1811
20181023,20181024,20181025,IF1811
20181024,20181025,20181026,IF1811
20181025,20181026,20181029,IF1811
20181026,20181029,20181030,IF1811
20181029,20181030,20181031,IF1811
20181030,20181031,20181101,IF1811
20181031,20181101,20181102,IF1811
20181101,20181102,20181105,IF1811
20181102,20181105,20181106,IF1811
20181105,20181106,20181107,IF1811
20181106,20181107,20181108,IF1811
20181107,20181108,20181109,IF1811
20181108,20181109,20181112,IF1811
20181109,20181112,20181113,IF1811
20181112,20181113,20181114,IF1811
20181113,20181114,20181115,IF1811
20181114,20181115,20181116,IF1811
20181115,20181116,20181119,IF1812
20181116,20181119,20181120,IF1812
20181119,20181120,20181121,IF1812
20181120,20181121,20181122,IF1812
20181121,20181122,20181123,IF1812
20181122,20181123,20181126,IF1812
20181123,20181126,20181127,IF1812
20181126,20181127,20181128,IF1812
20181127,20181128,20181129,IF1812
20181128,20181129,20181130,IF1812
20181129,20181130,20181203,IF1812
20181130,20181203,20181204,IF1812
20181203,20181204,20181205,IF1812
20181204,20181205,20181206,IF1812
20181205,20181206,20181207,IF1812
20181206,20181207,20181210,IF1812
20181207,20181210,20181211,IF1812
20181210,20181211,20181212,IF1812
20181211,20181212,20181213,IF1812
20181212,20181213,20181214,IF1812
20181213,20181214,20181217,IF1812
20181214,20181217,20181218,IF1812
20181217,20181218,20181219,IF1901
20181218,20181219,20181220,IF1901
20181219,20181220,20181221,IF1901
20181220,20181221,20181224,IF1901
20181221,20181224,20181225,IF1901
20181224,20181225,20181226,IF1901
20181225,20181226,20181227,IF1901
20181226,20181227,20181228,IF1901
20181227,20181228,20181231,IF1901
